Hugo_Symbol	Entrez_Gene_Id	TCGA-43-7657	TCGA-58-8386	TCGA-22-5478	TCGA-22-5472	TCGA-43-5670	TCGA-60-2709	TCGA-22-5489	TCGA-77-8007	TCGA-22-5471	TCGA-22-4609	TCGA-22-5482	TCGA-56-8082	TCGA-22-5483	TCGA-56-8623	TCGA-33-4587	TCGA-56-7579	TCGA-43-3394	TCGA-34-8454	TCGA-77-7338	TCGA-43-6143	TCGA-43-6773	TCGA-51-4080	TCGA-34-7107	TCGA-39-5040	TCGA-43-6771	TCGA-92-7340	TCGA-77-7138	TCGA-77-7142	TCGA-56-7823	TCGA-22-5491	TCGA-22-5481	TCGA-90-7767	TCGA-77-8008	TCGA-56-7730	TCGA-33-6737	TCGA-56-7582	TCGA-56-7731	TCGA-77-7337	TCGA-43-7658	TCGA-56-8201	TCGA-85-7710	TCGA-56-7580	TCGA-43-6647	TCGA-90-6837	TCGA-56-8083	TCGA-51-4079	TCGA-56-7222	TCGA-22-4593	TCGA-51-4081	TCGA-56-8309
KIFC3	3801	974.5	928.3	872.1	890.44	842.36	921.88	954.43	813.63	796.86	1015.93	954.43	1378.57	791.35	1369.04	718.08	921.88	708.18	1143.1	490.14	825.0	591.22	1111.82	796.86	947.83	1191.69	921.88	1225.22	591.22	1151.06	934.76	1104.13	1313.23	1242.34	1096.5	679.29	1277.29	974.5	642.59	1259.69	1175.27	718.08	909.17	866.07	995.0	1662.49	1242.34	599.49	698.41	1159.07	1104.13
DOCK11	139818	318.57	224.97	447.82	486.75	316.37	249.73	269.6	209.84	339.14	267.73	341.51	264.03	236.21	293.07	223.41	389.72	316.37	283.05	236.21	289.02	281.09	336.79	267.73	221.86	289.02	395.18	356.05	486.75	339.14	183.82	220.32	392.44	275.28	172.65	224.97	329.84	214.27	429.54	320.8	336.79	493.56	543.96	358.54	348.71	346.29	185.11	316.37	279.14	248.0	356.05
NENF	29937	2018.8	2224.63	1529.73	1583.71	1697.45	2133.97	2047.0	2417.67	1685.71	1359.57	1697.45	1397.83	1819.35	1721.16	3820.7	1857.6	1508.65	1909.85	2148.82	2209.26	1397.83	1709.26	1832.01	3212.66	1529.73	1331.57	1685.71	1651.0	1662.49	2287.2	2163.77	1594.73	1709.26	2240.11	1923.14	1583.71	1883.54	1628.26	2018.8	1628.26	1350.18	2163.77	1628.26	1498.22	1832.01	1651.0	1733.13	1819.35	1709.26	1832.01
TMEM231	79583	529.06	346.29	193.01	450.94	1191.69	320.8	703.28	249.73	698.41	152.28	384.34	320.8	111.21	529.06	293.07	688.78	583.07	154.42	244.57	125.24	848.22	226.54	139.07	199.85	105.15	356.05	237.86	156.59	371.22	129.69	329.84	450.94	181.28	616.37	559.28	429.54	161.02	212.78	688.78	178.77	307.69	156.59	205.5	122.64	127.89	171.45	107.38	156.59	191.67	1191.69
DNAH17	8632	47.84	50.63	46.18	29.48	49.21	59.97	34.75	45.21	37.32	57.49	41.52	75.64	28.65	52.08	26.28	49.21	36.53	35.25	27.05	47.17	40.64	46.84	21.32	61.68	45.21	75.64	50.27	77.25	57.49	38.12	37.05	61.68	59.55	81.14	20.11	67.59	47.17	50.27	76.17	61.68	62.56	41.81	70.01	38.67	83.45	71.0	92.7	29.27	70.01	36.01
DCHS1	8642	262.2	120.1	223.41	295.11	242.88	102.97	177.53	105.89	132.44	204.07	497.0	217.27	133.36	198.47	78.89	176.29	208.38	265.87	204.07	205.5	279.14	251.48	366.09	114.36	273.37	265.87	202.66	167.9	389.72	178.77	149.12	279.14	339.14	127.0	314.17	432.53	181.28	128.79	112.77	147.06	147.06	198.47	218.79	583.07	195.72	289.02	69.52	170.25	204.07	92.05
ZFYVE19	84936	507.46	500.46	429.54	486.75	403.5	384.34	521.76	466.88	555.41	356.05	409.15	327.56	473.41	647.07	579.04	473.41	669.92	620.67	316.37	480.04	500.46	536.45	447.82	454.09	343.89	373.81	571.05	423.61	423.61	444.72	543.96	457.25	381.68	406.31	497.0	543.96	269.6	444.72	521.76	426.57	521.76	571.05	392.44	403.5	514.56	366.09	389.72	379.04	583.07	559.28
RBMY1F	159163	0.0	0.0	0.0	1.16	0.0	0.0	0.0	0.0	0.0	0.0	1.48	0.0	1.53	2.56	0.0	0.0	0.0	0.0	0.0	0.84	3.72	0.0	0.0	0.0	0.0	0.0	1.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	2.48
NTRK1	4914	11.04	34.75	13.72	21.16	14.35	13.03	14.78	22.75	22.75	12.83	12.18	65.72	11.73	34.02	30.78	11.38	19.53	29.48	21.32	32.36	23.42	20.86	38.67	17.38	15.56	10.71	37.59	12.27	10.0	24.46	24.28	12.27	33.54	13.52	24.99	7.06	10.24	9.13	15.34	22.26	22.92	19.39	15.34	14.89	20.71	9.56	10.0	14.03	71.5	8.78
CCDC62	84660	2.14	3.47	2.56	2.58	4.46	2.03	2.58	2.05	2.94	3.47	2.12	2.36	0.95	4.78	3.35	2.43	3.41	4.24	3.35	3.23	2.94	2.43	2.41	3.5	1.69	2.86	2.12	1.73	3.53	1.73	2.58	4.74	2.41	4.5	2.43	3.53	0.51	2.12	2.84	5.82	10.71	5.41	1.33	2.81	2.48	1.71	2.12	1.68	3.06	5.41
HS3ST4	9951	0.0	0.83	0.79	0.43	0.78	2.07	3.23	2.41	0.43	1.19	1.13	1.39	0.0	0.42	0.79	0.41	1.53	0.0	1.85	0.87	3.5	1.77	1.28	0.0	1.46	0.42	0.0	1.14	0.0	8.25	0.8	0.77	0.0	0.0	1.43	1.08	0.41	0.78	0.0	0.8	1.77	0.43	2.84	0.77	0.0	1.48	0.0	0.77	1.91	1.75
CDH9	1007	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC5A8	160728	28.04	186.4	46.5	14.56	94.67	55.49	2.66	271.48	26.47	35.0	57.08	24.11	48.52	40.36	11.64	43.32	46.84	13.12	34.02	30.56	31.22	53.19	37.85	53.19	72.01	30.56	1.68	25.54	45.85	43.02	43.63	12.55	120.1	36.79	20.86	20.41	106.63	12.36	14.67	59.13	36.79	32.82	37.05	7.69	14.45	24.81	23.42	202.66	14.45	31.9
WDR53	348793	171.45	248.0	202.66	171.45	189.02	220.32	198.47	258.57	177.53	193.01	193.01	204.07	146.03	214.27	249.73	242.88	178.77	205.5	214.27	152.28	255.0	170.25	138.1	212.78	176.29	195.72	221.86	226.54	170.25	198.47	201.25	156.59	175.07	202.66	189.02	211.31	163.28	215.77	202.66	177.53	244.57	241.19	173.85	134.3	145.02	183.82	237.86	173.85	177.53	206.94
NLN	57486	163.28	100.83	117.6	255.0	102.25	68.07	104.42	273.37	105.15	129.69	132.44	115.16	140.04	96.01	78.34	102.97	133.36	108.9	146.03	109.66	148.09	126.12	147.06	57.08	110.43	114.36	96.68	108.9	146.03	62.56	73.03	101.54	186.4	81.14	116.78	137.14	120.94	127.89	93.35	81.14	127.0	150.17	99.43	128.79	71.0	87.65	91.41	217.27	98.73	86.43
TBC1D31	93594	70.51	78.34	63.0	77.79	80.57	23.42	59.13	88.26	58.71	61.68	71.0	22.59	40.64	87.03	67.59	81.71	67.12	76.71	54.72	65.26	85.22	52.82	84.04	41.22	27.64	63.0	63.45	65.26	87.65	36.53	63.45	57.89	55.89	38.12	57.08	75.64	41.22	82.87	70.51	53.57	135.24	91.41	36.01	52.45	49.21	35.0	54.72	50.27	64.34	76.17
G6PC2	57818	0.0	4.5	0.0	0.0	4.17	0.27	0.29	0.0	0.0	8.78	1.27	11.91	4.35	3.5	3.0	5.28	0.3	3.72	4.24	0.0	0.0	0.0	0.0	0.26	0.27	1.77	2.36	4.9	2.25	0.0	3.06	1.73	0.0	9.06	0.72	1.2	2.32	0.0	2.29	0.29	0.27	0.79	3.59	1.73	5.41	0.27	2.39	0.0	0.0	1.2
NOXRED1	122945	7.22	11.13	5.11	6.46	21.78	3.59	6.89	2.34	12.0	6.16	4.58	4.74	0.67	9.13	5.06	17.13	8.25	4.28	3.32	1.69	5.5	6.11	4.24	6.36	2.39	7.88	9.27	3.76	7.69	2.43	7.34	14.35	3.56	10.16	4.43	16.51	2.78	4.58	8.65	7.4	10.24	8.71	5.45	4.03	1.51	2.84	5.87	1.5	7.51	17.77
ZNF597	146434	75.11	69.52	140.04	67.59	88.26	73.54	74.58	55.49	98.73	125.24	76.17	68.55	59.55	80.57	105.15	80.57	103.69	64.8	88.26	59.13	69.52	53.19	63.89	96.01	71.0	93.35	90.14	108.14	73.54	79.45	84.63	111.21	61.25	89.51	94.01	98.04	57.89	80.01	90.77	80.57	67.12	60.39	84.04	104.42	68.55	98.73	75.64	55.1	63.45	70.51
RNF114	55905	1037.29	1225.22	1378.57	967.76	1051.79	1397.83	1073.91	1159.07	1059.11	1369.04	1066.48	1359.57	1044.52	1066.48	1304.15	1119.56	890.44	1037.29	1225.22	1073.91	1135.2	1051.79	954.43	1378.57	1023.0	1175.27	1143.1	1233.75	915.51	1001.93	1119.56	1104.13	967.76	1059.11	1104.13	1081.39	1127.35	1143.1	1104.13	1127.35	1340.84	1066.48	1044.52	866.07	974.5	1259.69	1135.2	954.43	1111.82	915.51
JOSD2	126119	890.44	1111.82	825.0	836.53	813.63	551.56	1096.5	1059.11	854.13	540.19	860.08	638.15	723.08	1216.75	1135.2	651.58	507.46	1001.93	447.82	836.53	854.13	1066.48	808.0	656.11	708.18	368.65	587.13	395.18	1008.9	796.86	928.3	753.83	915.51	1037.29	796.86	674.59	872.1	450.94	1073.91	647.07	759.08	638.15	738.29	642.59	995.0	995.0	444.72	808.0	1015.93	1477.58
SFRP2	6423	1540.37	4802.93	221.86	6471.02	1088.92	271.48	1923.14	2485.67	624.99	412.0	909.17	143.01	3303.0	1427.22	3639.7	309.83	836.53	6471.02	571.05	11745.96	3874.05	2032.85	9808.75	728.11	1059.11	113.56	1088.92	612.11	438.59	490.14	836.53	208.38	5711.87	329.84	2090.03	1119.56	267.73	954.43	170.25	1233.75	1143.1	1242.34	915.51	267.73	351.14	1001.93	201.25	2004.85	2645.74	941.27
PNMA2	10687	205.5	253.23	153.34	273.37	120.94	89.51	204.07	131.51	190.34	339.14	182.55	108.14	229.72	204.07	141.02	169.07	170.25	137.14	293.07	223.41	215.77	133.36	191.67	81.14	155.5	115.16	239.52	178.77	190.34	226.54	177.53	119.26	162.14	128.79	171.45	114.36	92.7	165.57	164.42	148.09	142.01	209.84	149.12	180.02	116.78	133.36	275.28	208.38	122.64	149.12
CDH10	1008	11.3	4.17	2.48	4.06	3.17	5.96	15.45	5.23	9.06	8.13	1.33	0.23	2.92	3.5	5.15	1.66	2.92	1.39	0.99	4.43	24.28	2.01	3.69	17.25	4.28	42.71	9.2	1.36	8.51	11.38	8.32	11.21	9.56	2.46	1.3	5.54	0.6	17.38	13.93	0.27	2.71	22.43	2.84	3.82	20.56	0.97	6.62	21.16	10.96	3.76
C1orf158	93190	111.99	57.08	25.54	72.52	277.2	46.5	262.2	29.48	151.22	3.06	62.12	79.45	0.74	218.79	33.78	220.32	140.04	4.46	22.59	0.0	191.67	29.27	4.66	16.03	0.17	59.97	37.05	15.0	89.51	1.27	111.99	127.0	13.62	262.2	105.15	82.29	31.9	29.27	211.31	37.05	37.59	0.47	30.78	0.16	3.92	8.78	7.4	0.68	17.51	318.57
GLRA1	2741	0.0	0.0	0.0	0.48	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.47	0.48	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HENMT1	113802	105.89	137.14	141.02	144.01	159.9	148.09	121.79	201.25	111.99	98.04	138.1	61.68	125.24	165.57	157.68	178.77	99.43	106.63	139.07	142.01	108.14	128.79	128.79	140.04	78.34	94.01	130.6	163.28	170.25	96.68	108.9	127.0	106.63	63.0	144.01	141.02	74.58	145.02	126.12	128.79	201.25	144.01	105.15	109.66	123.5	53.95	115.97	170.25	128.79	169.07
STX16	8675	575.03	896.64	607.87	543.96	854.13	591.22	521.76	674.59	547.75	791.35	587.13	603.67	532.74	1044.52	493.56	825.0	579.04	796.86	454.09	633.73	764.36	555.41	638.15	703.28	642.59	769.69	854.13	866.07	836.53	511.0	579.04	738.29	780.44	547.75	480.04	909.17	444.72	587.13	656.11	819.3	1313.23	988.12	559.28	536.45	718.08	669.92	866.07	497.0	921.88	780.44
PTX3	5806	110.43	79.45	31.45	86.43	141.02	1250.98	107.38	255.0	43.32	412.0	151.22	4419.52	486.75	81.14	180.02	191.67	74.58	125.24	158.79	148.09	693.58	153.34	603.67	791.35	1030.12	2075.59	50.27	97.36	92.7	265.87	127.0	194.36	836.53	77.25	193.01	56.68	14765.09	54.33	44.57	183.82	57.89	39.22	400.71	65.26	525.39	86.43	191.67	231.32	941.27	98.73
BFAR	51283	1208.34	1407.55	1191.69	1191.69	1088.92	1378.57	1407.55	1350.18	1268.46	1183.45	1143.1	1030.12	1199.98	961.07	1313.23	1015.93	1051.79	1175.27	1378.57	1447.15	1104.13	1286.18	1051.79	1313.23	872.1	1369.04	1331.57	1674.06	1191.69	1242.34	1250.98	1167.14	928.3	1199.98	1250.98	1250.98	967.76	1508.65	1467.37	1331.57	1088.92	1277.29	1104.13	1295.13	1498.22	1233.75	1745.2	1304.15	1030.12	1313.23
MEP1B	4225	0.52	0.53	0.52	0.52	0.51	0.0	0.0	0.49	0.0	0.0	0.51	3.32	0.0	3.06	0.52	0.91	0.0	0.0	0.0	0.56	0.0	0.0	0.0	0.0	0.51	0.49	1.36	0.0	0.48	0.52	0.52	0.91	0.48	0.0	0.49	0.48	0.0	0.93	0.49	0.53	0.91	0.52	0.51	0.49	0.0	2.23	0.0	0.0	0.0	0.0
SHROOM3	57619	420.68	339.14	567.1	616.37	684.02	409.15	555.41	234.57	620.67	656.11	423.61	521.76	684.02	423.61	199.85	532.74	579.04	334.46	395.18	273.37	521.76	521.76	264.03	269.6	521.76	703.28	466.88	423.61	379.04	384.34	397.93	450.94	397.93	476.71	343.89	397.93	400.71	532.74	450.94	575.03	201.25	325.29	780.44	476.71	532.74	633.73	551.56	287.01	327.56	540.19
NUP107	57122	379.04	301.33	281.09	371.22	429.54	237.86	265.87	258.57	269.6	341.51	323.03	336.79	275.28	371.22	309.83	400.71	265.87	281.09	267.73	262.2	376.41	256.78	208.38	356.05	287.01	387.02	327.56	432.53	376.41	181.28	264.03	432.53	299.25	299.25	267.73	432.53	267.73	438.59	400.71	273.37	518.15	497.0	295.11	277.2	325.29	234.57	384.34	226.54	273.37	332.14
OR1N2	138882	0.0	0.0	0.44	0.0	0.43	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.91	0.0	0.0	0.0	0.41	0.0	0.43	0.0	0.0	0.0	0.0
HS6ST1	9394	620.67	373.81	409.15	647.07	693.58	307.69	575.03	483.38	473.41	426.57	698.41	497.0	373.81	486.75	309.83	309.83	438.59	698.41	368.65	808.0	860.08	575.03	547.75	202.66	423.61	414.87	476.71	309.83	412.0	463.65	518.15	403.5	563.18	518.15	426.57	688.78	591.22	400.71	435.55	547.75	361.04	336.79	616.37	647.07	483.38	599.49	363.56	616.37	532.74	460.44
BRWD3	254065	63.0	60.39	96.68	71.0	74.06	49.21	41.81	42.41	49.56	74.06	52.08	87.65	50.27	66.18	37.59	78.34	76.71	57.08	46.5	44.57	77.79	45.85	51.71	61.68	49.56	104.42	62.12	85.22	71.0	33.78	44.25	73.54	82.29	49.21	65.72	115.16	44.57	68.55	56.68	77.25	105.15	83.45	66.18	58.3	72.01	55.89	70.51	42.11	59.55	58.3
FGF11	2256	22.26	23.59	13.72	21.94	20.71	6.57	24.11	23.59	16.63	6.62	21.94	7.22	10.96	16.63	18.7	17.51	17.0	69.52	10.31	66.65	29.7	15.22	46.18	12.09	15.11	5.82	18.43	11.13	13.83	10.79	20.56	26.86	36.53	15.68	17.0	21.47	3.63	18.43	10.39	20.71	144.01	16.51	11.91	10.31	6.67	28.65	13.62	16.39	45.21	8.19
CCDC138	165055	61.25	44.57	35.5	43.02	142.01	40.07	74.58	52.08	58.3	29.7	35.0	40.64	21.32	62.56	37.05	111.21	43.63	30.34	24.63	38.67	78.89	28.45	21.16	44.25	12.09	55.89	44.57	59.13	43.63	19.11	43.94	70.51	37.32	63.89	57.49	69.03	14.35	34.75	60.39	32.82	83.45	61.25	24.81	25.54	15.8	27.84	15.8	23.76	27.05	90.14
FAM193B	54540	679.29	1233.75	514.56	493.56	1073.91	713.11	647.07	988.12	470.14	688.78	567.1	802.41	470.14	1923.14	796.86	1322.37	723.08	1208.34	500.46	961.07	934.76	902.89	642.59	1331.57	769.69	819.3	1359.57	1183.45	1037.29	785.88	1008.9	995.0	1322.37	947.83	371.22	1674.06	603.67	753.83	1159.07	1167.14	1605.83	1417.35	567.1	507.46	1331.57	1044.52	902.89	287.01	1685.71	1216.75
BATF	10538	242.88	314.17	206.94	182.55	417.77	563.18	146.03	486.75	88.88	287.01	170.25	1208.34	414.87	271.48	202.66	251.48	197.09	281.09	161.02	325.29	343.89	373.81	353.59	371.22	651.58	620.67	138.1	60.39	273.37	283.05	563.18	171.45	412.0	1167.14	371.22	153.34	872.1	177.53	187.71	441.64	473.41	112.77	358.54	88.26	236.21	215.77	109.66	265.87	543.96	256.78
CTD-2545G14.7	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	0.0	0.0	0.0	0.0	0.0	60.82	0.0	0.0	0.0	4.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.16	0.0
COL4A2	1284	7537.18	1259.69	2682.69	5831.91	4450.27	1769.57	4328.55	2047.0	3124.78	2997.45	7911.95	3820.7	2645.74	2956.17	1794.29	3589.58	2997.45	4543.8	2956.17	2319.15	4903.87	3820.7	5672.41	1313.23	4903.87	3039.3	2468.49	2400.97	11345.82	4419.52	2835.7	6840.04	5255.91	3614.55	3540.14	15715.58	4481.23	2451.44	2119.22	2319.15	1685.71	2537.92	4010.71	17681.08	4358.66	6516.03	1242.34	3372.43	3168.41	4181.07
AGFG2	3268	595.34	435.55	346.29	406.31	595.34	170.25	860.08	480.04	571.05	403.5	409.15	220.32	368.65	429.54	325.29	320.8	441.64	486.75	503.95	651.58	620.67	532.74	429.54	218.79	309.83	392.44	450.94	497.0	575.03	674.59	497.0	454.09	463.65	414.87	457.25	921.88	260.38	518.15	373.81	480.04	395.18	607.87	381.68	1001.93	409.15	281.09	334.46	387.02	454.09	376.41
TVP23B	51030	665.29	802.41	688.78	738.29	769.69	775.05	802.41	759.08	796.86	723.08	860.08	647.07	708.18	642.59	915.51	759.08	603.67	703.28	813.63	551.56	902.89	693.58	713.11	703.28	819.3	728.11	860.08	738.29	708.18	532.74	669.92	708.18	587.13	693.58	791.35	679.29	703.28	872.1	836.53	679.29	718.08	836.53	785.88	753.83	587.13	603.67	896.64	902.89	748.61	703.28
FBXO42	54455	406.31	323.03	400.71	423.61	373.81	242.88	371.22	256.78	426.57	307.69	366.09	232.94	301.33	356.05	293.07	389.72	224.97	341.51	291.04	379.04	381.68	353.59	287.01	223.41	314.17	376.41	392.44	376.41	341.51	336.79	395.18	348.71	387.02	363.56	341.51	395.18	253.23	426.57	412.0	366.09	358.54	400.71	371.22	341.51	387.02	361.04	432.53	255.0	348.71	361.04
NBEAL1	65065	100.83	102.25	183.82	204.07	123.5	108.9	106.63	81.71	112.77	185.11	96.01	153.34	143.01	100.13	108.9	139.07	153.34	108.9	94.01	93.35	99.43	97.36	86.43	105.89	119.26	224.97	115.16	171.45	143.01	127.89	72.52	164.42	164.42	105.89	124.37	121.79	96.01	119.26	107.38	150.17	109.66	143.01	146.03	176.29	110.43	146.03	154.42	90.77	115.97	88.26
BCL6	604	1417.35	1794.29	1359.57	1191.69	2609.3	1991.0	1135.2	1216.75	1369.04	2384.37	1023.0	3467.27	1870.53	1757.34	660.68	1322.37	2119.22	1259.69	1175.27	1167.14	2209.26	1378.57	2178.83	1733.13	3515.68	2739.08	1268.46	1487.87	1936.53	1143.1	1594.73	2104.58	1963.57	2271.4	1477.58	1104.13	2485.67	1059.11	1388.16	3443.31	1159.07	1001.93	2303.12	1529.73	1427.22	2935.74	1697.45	974.5	2367.9	1721.16
DNAJC3	5611	703.28	490.14	708.18	928.3	684.02	500.46	633.73	633.73	718.08	703.28	693.58	575.03	688.78	429.54	406.31	642.59	665.29	575.03	819.3	753.83	679.29	543.96	743.43	368.65	642.59	830.75	738.29	825.0	679.29	543.96	583.07	633.73	896.64	571.05	708.18	769.69	698.41	808.0	607.87	476.71	575.03	738.29	713.11	708.18	518.15	521.76	723.08	819.3	567.1	518.15
CABP5	56344	0.34	0.0	0.34	0.35	0.0	6.84	0.0	0.3	0.0	3.96	2.68	2.48	0.35	4.66	1.03	1.71	51.71	5.06	0.0	0.0	0.0	5.73	0.0	3.41	2.66	0.32	0.0	0.0	0.95	0.34	0.35	0.0	0.0	1.81	1.71	0.0	0.97	8.58	17.77	0.0	1.71	0.0	6.01	0.0	4.66	1.0	3.72	1.73	5.11	0.95
C1orf233	643988	127.89	128.79	102.25	167.9	88.88	45.85	124.37	126.12	151.22	63.89	97.36	49.91	194.36	140.04	109.66	81.14	112.77	102.97	98.04	228.13	90.14	182.55	154.42	56.28	114.36	49.91	133.36	99.43	182.55	162.14	122.64	107.38	120.1	114.36	82.87	104.42	62.56	80.57	133.36	135.24	91.41	221.86	131.51	163.28	105.89	118.43	110.43	129.69	111.21	167.9
ADH6	130	19.39	8.38	6.21	15.34	96.68	5.15	11.21	2.53	23.93	3.96	26.47	3.59	25.72	16.88	13.72	38.4	22.43	4.31	3.06	4.21	12.93	4.82	5.63	7.22	2.2	32.59	5.73	5.36	13.32	9.2	24.81	24.46	3.26	45.21	13.42	21.47	9.27	4.58	43.32	5.5	27.84	11.3	5.36	1.77	3.72	3.79	0.6	2.56	12.18	98.04
VPS13B	157680	242.88	180.02	217.27	241.19	339.14	170.25	212.78	143.01	212.78	242.88	215.77	211.31	185.11	229.72	135.24	237.86	234.57	255.0	175.07	190.34	231.32	197.09	171.45	172.65	182.55	283.05	244.57	260.38	232.94	167.9	187.71	236.21	193.01	194.36	183.82	239.52	145.02	277.2	226.54	236.21	291.04	269.6	209.84	212.78	223.41	191.67	220.32	153.34	215.77	246.28
ZMYM3	9203	297.17	275.28	314.17	287.01	303.44	137.14	323.03	237.86	353.59	320.8	318.57	143.01	269.6	323.03	199.85	291.04	341.51	332.14	293.07	346.29	312.0	318.57	295.11	130.6	164.42	269.6	384.34	361.04	234.57	334.46	297.17	307.69	228.13	201.25	289.02	356.05	121.79	303.44	293.07	295.11	358.54	476.71	248.0	312.0	287.01	353.59	277.2	236.21	291.04	283.05
SEMA3D	223117	120.94	76.71	34.51	202.66	109.66	30.78	42.71	37.85	31.0	77.25	87.03	63.0	33.78	44.25	63.0	60.82	56.28	127.89	83.45	105.15	115.16	40.07	88.26	34.51	65.26	72.01	46.18	99.43	27.84	61.25	37.59	44.89	53.19	12.36	107.38	45.85	32.13	76.71	25.17	28.45	108.9	78.89	63.45	47.84	43.63	49.91	19.97	65.72	68.07	37.05
ITGB6	3694	1104.13	1572.76	1104.13	1277.29	1143.1	1295.13	1322.37	2061.24	1167.14	1540.37	915.51	1417.35	1769.57	1322.37	1529.73	1259.69	1111.82	728.11	1111.82	961.07	842.36	1023.0	995.0	1794.29	1407.55	1685.71	1250.98	1427.22	1350.18	1295.13	1167.14	1467.37	1233.75	1331.57	872.1	1407.55	1369.04	1286.18	1059.11	1529.73	769.69	1059.11	1322.37	1295.13	836.53	1340.84	1216.75	1340.84	1088.92	738.29
RBM44	375316	5.54	10.47	3.0	4.1	7.94	14.24	3.03	8.19	3.0	4.66	3.47	13.52	1.48	11.73	4.03	20.56	3.06	8.25	3.5	4.94	3.5	4.86	4.5	24.28	10.31	5.87	15.34	16.88	9.06	2.48	4.06	13.93	6.67	6.46	5.77	28.04	5.36	8.92	5.82	4.62	12.0	7.69	6.01	7.75	12.18	4.98	4.98	1.91	4.66	7.69
CEACAM21	90273	291.04	182.55	182.55	265.87	198.47	316.37	226.54	99.43	185.11	158.79	242.88	102.25	151.22	202.66	371.22	108.9	201.25	115.16	88.26	206.94	164.42	177.53	58.71	287.01	42.71	197.09	125.24	267.73	220.32	182.55	148.09	186.4	102.97	193.01	113.56	126.12	170.25	151.22	178.77	176.29	441.64	187.71	277.2	139.07	157.68	29.91	215.77	101.54	351.14	500.46
ETV6	2120	301.33	277.2	303.44	379.04	400.71	265.87	303.44	291.04	279.14	239.52	341.51	379.04	301.33	236.21	143.01	341.51	307.69	325.29	258.57	309.83	334.46	348.71	356.05	215.77	334.46	373.81	258.57	249.73	441.64	249.73	287.01	325.29	447.82	269.6	299.25	332.14	277.2	309.83	242.88	241.19	348.71	279.14	256.78	293.07	258.57	275.28	226.54	214.27	329.84	307.69
C1RL	51279	961.07	995.0	954.43	1119.56	1119.56	836.53	934.76	1572.76	1088.92	1135.2	988.12	785.88	1369.04	941.27	813.63	825.0	1183.45	896.64	928.3	1044.52	1167.14	1350.18	1135.2	775.05	866.07	866.07	961.07	1135.2	878.17	1096.5	1037.29	928.3	1397.83	988.12	941.27	791.35	995.0	981.29	872.1	1096.5	967.76	1508.65	1304.15	941.27	836.53	1023.0	884.29	988.12	1199.98	830.75
CCDC181	57821	95.34	67.12	23.59	55.49	231.32	71.5	118.43	36.79	84.04	30.78	55.49	87.65	20.71	133.36	30.56	120.1	106.63	15.56	31.22	11.3	127.89	16.51	12.27	23.59	18.43	77.25	31.0	13.83	54.33	26.1	45.53	77.25	19.53	148.09	89.51	64.8	45.53	34.26	127.0	23.08	34.75	7.75	21.78	11.38	11.55	14.03	20.86	8.92	14.03	214.27
GPN3	51184	543.96	693.58	503.95	587.13	521.76	620.67	521.76	656.11	454.09	603.67	571.05	371.22	503.95	463.65	947.83	511.0	368.65	521.76	620.67	450.94	529.06	493.56	490.14	825.0	397.93	536.45	583.07	624.99	514.56	603.67	503.95	460.44	463.65	414.87	595.34	507.46	381.68	607.87	620.67	432.53	607.87	476.71	457.25	473.41	514.56	417.77	738.29	674.59	400.71	486.75
RAP1GAP	5909	698.41	629.35	507.46	665.29	435.55	400.71	579.04	384.34	713.11	915.51	620.67	320.8	878.17	587.13	429.54	414.87	928.3	381.68	511.0	808.0	514.56	490.14	595.34	297.17	595.34	551.56	808.0	507.46	961.07	1081.39	915.51	802.41	239.52	902.89	289.02	830.75	423.61	406.31	567.1	791.35	291.04	412.0	848.22	1175.27	473.41	674.59	830.75	389.72	743.43	503.95
